Brand,Carbon (%),Silicon (%),Manganese (%),Sulfur (%),Phosphorus (%),Chromium (%),Nickel (%),Molybdenum (%),Tensile Strength (MPa),Hardness (HB),Elongation (%),Thermal Conductivity (W/m·K),Specific Heat (J/kg·K),Melting Temperature (°C)
Brand_C,2.561512057349955,2.9599406587177013,0.5328011319427081,0.044289214630156,0.08167965053711296,0.49815000159187295,0.4664567594821949,0.1082298334055159,235.76100144825256,249.58863655000675,1.5302405126275036,33.62165967828648,505.7426324787098,1229.7318575036825
Brand_E,3.1310987903317336,2.203763179272644,0.6961906105309613,0.08275651650043218,0.07655223099148546,0.24252144568499595,0.05361477009904433,0.21259822568797845,252.67510014663577,332.22016090301724,1.0473030080604242,44.03629700730887,452.06107589166504,1177.3760639383656
Brand_C,2.3521425509494995,2.164845316414493,0.2066523612383364,0.08412612496740762,0.068098092076947,0.40986781098601854,0.26064756399665157,0.11103933079187163,330.10401727308573,207.63640167279135,2.13526615744457,43.150043189322375,511.99149703686624,1287.5202857841468
Brand_E,2.4409674662655583,2.496146358859064,0.3599964450182491,0.044614996838089144,0.024019593452215316,0.2217129696826427,0.4600755499171294,0.4395146404864716,277.88404855869794,349.2377962603552,1.6494272647074073,47.585918867384976,525.256841832259,1348.5806981798528
Brand_A,3.2459194318486992,2.623539576180275,0.4580529629519412,0.05132116209580129,0.059234081105402,0.40023145408365735,0.45301569363495753,0.08756026546895805,385.8913042892442,200.20493834096033,2.7801104045283442,35.9960199310712,490.1773368342755,1229.1293642393425
Brand_B,3.0473136237613696,2.3129572146630055,0.9275779221904448,0.03729573017643547,0.01787018516198969,0.3017532527938531,0.08669931457371319,0.23327380256101507,160.47009845969387,182.54149508772062,4.84884183255543,23.001940146996,596.9865848419388,1274.911727183479
Brand_D,4.28711475267025,1.2561914927324,0.9939295138806676,0.0939299390577381,0.04396268591169857,0.4444317663361752,0.18965247304726368,0.30679262782533906,275.76708065800705,331.30321319529,3.087290719533386,37.66066923008049,675.6556153776729,1342.5951884728972
Brand_A,2.9059847477915826,1.6765350119889968,0.1404201690960543,0.02067793891674223,0.04721648772609633,0.21136185065155386,0.31336948602288117,0.3490133149988138,296.05619720792953,221.64209642221255,4.504689751505441,43.35186843059635,520.1786122315817,1316.306994489375
Brand_D,3.451470875695109,2.8561672806520995,0.7849071311458529,0.09403744807013231,0.013583029550117845,0.30610916571252467,0.08810349353798706,0.1977039911659883,380.04924651856845,304.04893666594256,3.4289547687309976,22.799843608094793,457.7029469425064,1242.7104446605372
Brand_B,3.580660719798826,1.4492312236877039,0.43455165976210897,0.0715479806651809,0.03465892895229747,0.31870915350322543,0.48433086430241196,0.435858543675117,162.2896309053569,317.8726137384518,2.6386093696424022,25.179722032927693,481.216827458795,1297.4978968919838
Brand_B,2.032736141470834,1.7443340476750266,0.45321236760653205,0.05784149374180581,0.09600845205398405,0.21451764148223193,0.4582271710765536,0.2884763840281835,293.374896233804,326.02768647545986,4.345734032300171,20.368719834670127,656.2002470489107,1175.627008050105
Brand_A,3.6588434300417765,1.864153765888392,0.7788384760123204,0.01293931547060463,0.09582693470467206,0.08071290140686593,0.09180558772688989,0.2253588124193004,363.40748213198924,348.57102006290836,2.621156495778489,37.80957738340431,571.4919169810444,1252.4207710927599
Brand_B,2.4450899171743785,1.8788099793889044,0.9265837889308678,0.05280365726398075,0.04170943488272854,0.05584410938704442,0.06936617601788285,0.04294791068549794,210.48193202980914,229.98675070679985,4.408826767296624,46.60203175837714,536.5033096920872,1205.8120554359873
Brand_E,4.402675793673637,2.225879164989051,0.9558357350522936,0.04669732945024591,0.013879009805349165,0.01816905979382022,0.051850156576049994,0.23769783953813087,369.0730871309844,300.741368127634,1.8120954630909438,40.11989948006298,444.891016452678,1182.2327375792322
Brand_B,2.3716568193827823,2.8861516754894154,0.6194103274344887,0.024509693077761033,0.02611854453953634,0.4380317894801552,0.4556273953779493,0.41216056199970785,154.76085231857294,199.6179759077408,1.0796588319334466,49.46120262772946,534.9181924971346,1235.256181250907
Brand_D,3.0365603093175593,1.48138542366501,0.4214090433704526,0.06907686431505913,0.04529960140901862,0.12587270699696032,0.10487566679977578,0.3111250989284446,333.1136572834324,249.1575795306644,4.3489150896332225,21.891009574992847,483.54760100721603,1176.202910886723
Brand_D,2.2133741701966096,1.2430027526018361,0.8087941772729014,0.09740358166314572,0.09530017281723069,0.11363830714806633,0.21397961498673382,0.417759602327268,383.2783052921633,324.1551878631403,3.1433682370670004,47.09003255454489,682.9489383560048,1289.7970216348972
Brand_D,4.492185629614868,1.3949409797198746,0.32590124493607026,0.060596992995807265,0.022707915718346645,0.3706573462087721,0.22993716916948148,0.2520657185936597,314.2994154100155,242.5018678300484,4.5009157921203204,44.422048621600425,665.2210328247194,1241.2480088106672
Brand_D,3.2554875258281064,2.773849800418539,0.607666625950166,0.07432779487995513,0.07871642593013911,0.16680789541282195,0.3035154116646481,0.0680462354962961,259.757310995112,280.4862146910544,4.720222431465724,29.427245614985146,425.1707625484594,1256.2289265129327
Brand_E,3.4884625433001095,2.291621625310412,0.4227206153723858,0.01616054073094151,0.019781428543722286,0.2579618992817999,0.045150318436238235,0.016683524459581725,161.2202541181795,265.64148543318777,0.7413277566715213,49.20579655511756,554.9960467783728,1179.2751877336314
Brand_C,2.1676911934710685,1.5718135784783203,0.6909679663370885,0.04759002962352953,0.09831318196521492,0.08963042199575358,0.12111172252625281,0.1585775778921097,380.02845333065716,289.81176028904764,2.7543618583649074,28.638132445142453,467.5175036544016,1177.954332218699
Brand_A,3.8749011759979446,2.6318938779372347,0.3163590216041562,0.020472263664804632,0.04434548491982215,0.48027540351636494,0.46643028959027377,0.3520153310339183,267.5740556728937,345.39204619590816,2.1873404708353816,46.67914171484655,523.2331268572872,1266.6830870520248
Brand_D,2.5247639827389645,2.722739992726872,0.2724336511613432,0.06515162519828595,0.07977110850091504,0.4272748860084463,0.45512095256159907,0.39722735293142997,157.249186083987,189.47503950523836,3.316362786815527,46.42245731222568,663.0543994754369,1347.0019495658892
Brand_B,4.245135723601784,2.693028677380556,0.9264151780078934,0.09446339423927391,0.04083319745300187,0.4332569152528516,0.3928324172287892,0.15491888896396142,322.4552678321905,277.57345797527705,4.071160387410456,42.72972849808917,558.2543559665635,1169.2501166475452
Brand_D,2.512849101205018,2.837853067279109,0.1916233146545832,0.06955999592244747,0.06649019894429278,0.20931913680028255,0.019506610352925564,0.2528704212327911,270.45931339406457,326.7148924725484,1.7626559718846604,36.90411421438556,500.26458801122794,1207.1462857131562
Brand_B,2.476719301659166,1.5044820403467232,0.5553621169614386,0.016912274348297937,0.02728144762660331,0.38355699471651467,0.17023331656309004,0.2163482631727,181.0863293606027,261.8350609972327,3.0055927296792726,23.600082488506644,462.3665062314991,1323.8918233075774
Brand_B,2.091374169620237,2.510083857492557,0.29876750466670804,0.04191995844865746,0.02314189173672663,0.08049931614099227,0.3176997803180248,0.21115616433219966,203.5679523275649,193.34962161006737,3.6892786095720482,35.95915203489495,640.0974578219468,1164.4544024510474
Brand_D,3.180167362774998,1.92107899454828,0.13503696699310072,0.059559704149676644,0.09442577256113183,0.014223311269972337,0.1448432037690031,0.12336086946807373,166.12267011396156,275.29168991085106,1.104939872760803,30.703887669648037,587.3554046093042,1325.1771442733902
Brand_E,3.412102833156541,2.683997105780123,0.13241693646228375,0.046288698051992705,0.09258825501139901,0.01978673696323378,0.4556974805763509,0.07682184146443459,293.57338492714337,236.45256144004946,4.163301076780701,43.76651099466055,540.4196381278693,1254.8571966749503
Brand_B,2.164271598570881,2.4569813543232266,0.25769959489524463,0.08502796094276552,0.08987220461915942,0.2974348513282346,0.3206058362978965,0.10637739353329442,305.5073698130023,206.3401035074491,3.2274931993383786,42.74387619490535,465.2453061588934,1231.6533547852853
Brand_B,3.9388190417375264,2.5528948929994493,0.8800933190554002,0.08332039042389904,0.06628901051499342,0.233143503571491,0.045234291485058344,0.03711286971003959,276.4355745888611,324.33586725819043,4.772918467011433,47.31837522117816,500.2739122471394,1211.9361128702913
Brand_D,3.1332220868700693,2.3123236753621432,0.35423086957932404,0.06506479180928994,0.08274413900946505,0.2638275209651747,0.4554127385294945,0.10708406349355275,354.2755332506537,268.67191720849064,2.02788013608812,20.444904872951238,687.9530280215556,1209.4234316255684
Brand_B,3.31097567331895,1.3548575389394137,0.9554132535177662,0.04361121506194348,0.016213324322023742,0.013656938804437508,0.47930566250634904,0.014508439836435932,365.25220532700337,338.6569901044413,0.9866567405173939,44.27309650469138,556.0269812817503,1211.1605164898958
Brand_B,3.10190686734557,2.0900538377938767,0.6234600636902742,0.03298027363869198,0.04013101377016113,0.2171164436321386,0.048079085011945494,0.31735661631162937,303.90609917078166,317.02280578252174,2.7792554046661637,48.15386159374006,520.2097843729758,1326.9606161920392
Brand_D,3.001907652188315,2.969339479049016,0.4929527707918895,0.01952868863918164,0.03823328122814407,0.3618533989884218,0.2708565150820443,0.1650239496199646,153.18911992685764,297.80520494152347,0.8861484726924749,43.6790134732445,556.4266127044972,1294.759046034957
Brand_D,3.399100828270545,2.8747761329942376,0.6220799512025091,0.04194079151378987,0.06720807897573519,0.22691991396404357,0.1586484982849435,0.4868409085991852,323.8074139369339,180.85433557210303,4.862869354958031,23.905833796111,633.6965517698826,1283.9446015662302
Brand_A,2.388100614826781,1.0863474715940233,0.565028546703641,0.04718552654869476,0.042036199612357654,0.3687874110929889,0.20249114747588717,0.10492135488038594,254.49980423008788,252.7299876285025,0.6740823121573619,22.43837314522663,502.03268095086065,1309.7498297904
Brand_E,2.4548203262381776,1.3296296314588743,0.7828986283815926,0.07082406325936663,0.023365610347931276,0.12417929255444904,0.09802909679811753,0.17945599945170101,291.38937080659673,213.5726678808455,3.890767554982886,20.625357194231025,453.61183627978266,1201.422932600829
Brand_E,4.154464052533793,1.2634575469091238,0.3542464593755671,0.06923438418678161,0.06368203678721894,0.4084395821960455,0.29325532998608217,0.18534216773435128,312.2701505047211,334.8356448783075,2.862960791640098,38.86235677484213,575.4808355017144,1273.608562416351
Brand_B,4.365288655334082,2.451959819970591,0.4177453524402721,0.016309732567713127,0.08329455286021734,0.29833130782219164,0.4794098830919564,0.014141233070605663,237.55915358176918,209.67927739498126,2.158792936242299,38.89017955579662,599.5612310443202,1242.0132477915902
Brand_E,2.9332732906993826,2.63557065971389,0.9046848722799257,0.04557333838880421,0.04439111450139759,0.11327391872065405,0.25650557413308844,0.42121189698933487,379.2746262929486,228.63020878207854,0.796289740288946,49.60741142654636,613.8154008875649,1306.4883270400387
Brand_B,2.6768616828588847,1.4270227326213438,0.9518108618353649,0.026360098049562575,0.021904184358863356,0.12599303316837815,0.05062814488329577,0.02567728547071911,183.4937166874453,267.86225051486485,3.299751158781235,31.94129522312287,664.596277229839,1211.851222094657
Brand_A,3.6099988580975393,2.011705385903658,0.9033024047378271,0.024113143478512514,0.027701937758154077,0.31773492763907313,0.3138006534039301,0.47068811901732827,317.87795182025934,224.77181522967348,3.1334914822592985,29.957188546924904,511.3522362067339,1278.635723373979
Brand_D,3.0218354277452413,2.6814060560224,0.4775031945615822,0.08445719347635214,0.03137349746524456,0.4166704006740973,0.17670926728111594,0.44711643203587415,151.0898949891451,215.6769951374506,1.763974728804199,38.73274781553177,422.60646886866755,1326.4424823634627
Brand_D,2.063465889150862,2.465603089532501,0.8023289527061935,0.01377236950446318,0.036990783369508264,0.21365761319428606,0.4294033428997359,0.27240573888212216,381.1627763512952,281.8468852674679,4.5959976563464044,44.76826017522782,687.5045750892826,1230.4300952389858
Brand_D,2.390381493415476,2.0844744109836966,0.5287021599709889,0.04772645883119093,0.06785155634556783,0.1365672102725202,0.22299229267507042,0.2763618317065331,178.12603330952288,195.11801886835406,1.868495033042766,48.10321848569006,530.5035782312425,1163.3244174734923
Brand_E,3.789930572118494,2.1806953809175456,0.547785866931492,0.02513832901898664,0.06408509360839472,0.4348356873861942,0.10449140838170035,0.3303511822485166,173.72105753689365,189.8885189825572,2.5237643476644775,44.09372498537115,586.9772529019394,1253.2101644683585
Brand_A,3.6473098547753784,2.01672109383256,0.28421209815155557,0.08913971941106266,0.07264718754103353,0.3379414629579091,0.10364175511866101,0.19965450584809463,233.25190826306107,243.28170018163215,2.9469310516339506,32.80021941847414,599.8915969384877,1219.1944975614051
Brand_E,2.0677399812587085,1.5950969026376411,0.6320172729326649,0.06013364619475317,0.04262517860783619,0.2295618887687075,0.3866944485533686,0.32713891886494917,243.39157150977013,302.51295726633657,0.9510434517932874,39.04742705936192,563.9541126103611,1284.445076109435
Brand_E,2.5549304048323735,2.130043985718032,0.26752230797801313,0.030824257273916328,0.08415978866919806,0.2490710956868579,0.14013792317060636,0.03193651045735857,203.57501808071964,274.31714890657116,4.694727736461346,45.68897980148351,461.57725892088104,1340.2065849497212
Brand_A,2.5776869914701788,2.3777706041001814,0.39840822916047436,0.05521845584497388,0.028367889504018425,0.11008566928883423,0.3859443631380193,0.03648333740136602,296.28041523178115,251.8889996393524,2.185412686029685,34.718290649352184,626.5429150348425,1247.1216635993694
Brand_A,3.679731858996821,2.746645831721615,0.8695271814579416,0.07583377237328043,0.05221366727663386,0.31713328873177354,0.1108847822756337,0.23404290561357674,260.7285245104909,276.17776591817903,0.8635064624345463,26.500599311161782,641.1255922912245,1243.2380460311067
Brand_A,2.0492763443859103,2.272582707958496,0.2863682282897697,0.09623062080274905,0.08208448493872873,0.18578383016601543,0.1676263206636416,0.27931492754195714,158.54389726027185,242.12675239105653,2.2428102815389845,25.09170319243619,565.8926758052319,1280.916960038292
Brand_A,2.2602714549614347,2.522243074086316,0.16404245665608952,0.02984014038208771,0.026214278295935735,0.49786613657043116,0.2380886164954527,0.4450306437645513,229.91301556382516,339.14487702345923,3.200911461916613,20.0047323373417,546.5683481754525,1170.6995007187136
Brand_D,3.9997902134329735,1.320143269909146,0.1621068333515347,0.08975635949164107,0.019887680236670466,0.24528992247832504,0.47216596634979086,0.06128371061486917,352.6082283932926,189.33383145483162,2.811437023195983,41.54713984943853,434.1814549383956,1200.7012377850028
Brand_C,2.446361655135834,1.9231149488395798,0.9467060684527971,0.09408737027507413,0.08953155709191908,0.24808394703291045,0.4665483981293741,0.41309748432500576,322.42538371546715,294.476551435072,3.625438883167733,23.332916265379716,425.18549844993515,1333.7958651000797
Brand_C,3.631865269629687,1.0186632396541866,0.5562283941656512,0.09247784900788597,0.04086366964832763,0.28726737583122924,0.11136721895692102,0.11292319527311409,331.21771339497013,331.5180530207176,0.7496777393055978,27.315172990878214,501.8694536690586,1283.9885226727533
Brand_A,2.595456952616816,1.493357729043246,0.4684708646353165,0.06718729211757189,0.07154831124181288,0.4592104415281859,0.18552733020910567,0.20310098776991561,324.5292310208809,316.6604004849931,1.7804327462242526,28.9362899456838,493.25384665521796,1152.6888087966834
Brand_C,2.248603481898363,2.4529234302260097,0.8297907229071266,0.06668385889912369,0.012281374383754463,0.40240086893127763,0.08320570034234843,0.16513519306543234,227.7432553457583,211.28697591964595,4.18653759578046,36.81139580410305,686.0969352889813,1190.925094511804
Brand_C,2.607930477498635,2.983619902698727,0.8522433351194644,0.046288956986544054,0.07210421995685047,0.2310537342009423,0.2598926888636136,0.2060760837040455,174.91598051919397,230.30747932664903,0.8595215950611239,31.93871831887308,635.086822733029,1286.5674532057799
Brand_A,3.8056673296391477,1.1983561991744318,0.39897192980404417,0.07771580940734091,0.03844911803922735,0.36216264032667006,0.23568544984038664,0.08374279405556692,218.11679600827398,301.8981495802078,4.3496867961318095,40.240219760694856,597.977288577718,1302.8798405125149
Brand_C,4.139241170265715,1.8029886317225765,0.7242562517264157,0.057816461651583884,0.015016676822869758,0.2972553944025732,0.4513724796008589,0.2567493364577419,357.9463250462898,194.32599506073015,0.9135324143469781,21.669159779861083,555.2944267052815,1317.9719145348083
Brand_E,4.0755496614174795,2.600141937398319,0.7940105342666979,0.0709694264105465,0.06488314853933054,0.25125985386361194,0.4657026351176256,0.40280486901736995,395.1176994457678,318.0164889715393,4.255043967012633,23.718175827933184,450.2102592179954,1208.435360676409
Brand_B,2.992958824046137,1.4080712692577977,0.6891856181793591,0.048561211346391596,0.031672343446585594,0.10423472866433175,0.19794802159357314,0.22635166508565951,273.46175368539036,302.2141805828144,2.1235478048542697,34.976345105998,693.5370016552852,1336.2057192555126
Brand_B,3.6702128414266153,2.1101698986045725,0.23643556732008944,0.07583468176388251,0.04481265178466921,0.23732876909289655,0.2509515920793048,0.25040065219011753,152.42508873076056,304.0331303700082,3.254940784657471,30.108943635404895,512.512209472063,1260.5893787155785
Brand_A,2.5124607385395525,2.4661425920593496,0.8882947751653513,0.08420243658440942,0.017252273105786226,0.13045110764106158,0.44915576208160524,0.425896116787844,185.01120303355725,197.04103294549054,1.1879920204159917,28.87440088254079,432.07768073417344,1289.3078044775787
Brand_D,2.7328693256525334,2.2319709005203583,0.5851850974624079,0.02317926309425345,0.02324469259854508,0.45827265342731077,0.40528682579508013,0.3559684761726351,230.52014382906646,302.01929261875927,0.7977592477633138,22.010842371125683,548.1396687147238,1269.3477725559817
Brand_A,4.2408395463028,1.3760494692308323,0.3542251837330034,0.08496367440168053,0.03681795119462594,0.17434933861321,0.011791592558878145,0.2503226601746945,294.6463371482374,295.5690812873949,1.4717219180906078,46.871575242440045,662.1994034839249,1174.5480109349242
Brand_D,2.03250480877684,1.7107691373714788,0.4827053668939245,0.05862668786112766,0.018078355050414142,0.47660936712135243,0.16682918644995542,0.13627086761269805,168.77341145132849,321.2568234397146,1.07534218058913,40.75455758375152,666.1873005331988,1342.622931876976
Brand_B,2.21377132713617,2.5675835689707944,0.13381398135901665,0.08601993181812019,0.09197436382176838,0.27119709214640847,0.2166693785487017,0.44361410595403367,385.8393246774704,187.0713125635998,1.9058265395583431,23.648544704589483,403.2897748169342,1174.5751159788306
Brand_A,2.519715637865068,2.1084530282640332,0.21508012110017583,0.04881715357069132,0.010544233886558058,0.31945674555131853,0.12256097900478354,0.2927399968283736,241.27091832110017,183.92881363952466,2.814724609299591,21.951378732114218,665.8887234254199,1200.9763912822368
Brand_E,2.0663305096845495,1.0104592270858255,0.7889920754642747,0.04411364368447316,0.053547419697788035,0.27604081779977063,0.10779009178900997,0.11836232895423976,378.14605448120574,243.4112069793553,3.149417586042543,49.24617600293729,481.4452652499576,1312.725576044596
Brand_C,2.4535885877244934,2.5219815200561877,0.10001047127982954,0.09235546592655003,0.02109227123192963,0.07339650231368343,0.02851440823188304,0.14186867879262507,345.13045068925544,205.294008254356,4.054406483208843,40.43517651318514,411.6917091905269,1273.7193923002203
Brand_D,3.45760390242423,1.0706227098804781,0.474909245634063,0.03260523407935612,0.03769111805301537,0.19415239731389108,0.3252511652841827,0.4035352135787605,338.85931812889527,274.9253611869377,3.4530795196176136,32.52368213281225,654.3370811088623,1317.6298330752713
Brand_C,3.0535613764812446,2.4914675654624645,0.5702591629770296,0.08597910927575288,0.0933453603836439,0.05858159501603573,0.13863004233675116,0.03163132542285318,301.679894945558,335.9493132561473,3.2394124630829886,41.051931222673545,659.1600267964625,1253.147237674809
