Brand,Tensile Strength (MPa),Hardness (HB),Elongation (%),Thermal Conductivity (W/m·K),Specific Heat (J/kg·K),Melting Temperature (°C),Carbon (%),Silicon (%),Manganese (%),Magnesium (%),Phosphorus (%),Sulfur (%)
ISO_1083_JS_450-10,630.9945083624502,237.2870386572413,16.337201788713173,35.684123487305335,432.4086872474738,1201.262326348889,3.7,2.4,0.4,0.04,0.04,0.02
ASTM_A536_65-45-12,542.1449807273584,220.0705604419233,15.555111024537307,29.247823538250813,469.7909915160325,1177.5135465246933,3.7,2.5,0.4,0.04,0.05,0.01
EN-GJS-450-10,556.5928440806008,262.7870932435903,7.042352626120852,37.29925210230404,625.0782382261947,1151.0261122222546,3.6,2.3,0.3,0.04,0.05,0.01
EN-GJS-600-3,612.7429918752696,318.55066037902225,6.419797199602449,24.989164085864644,482.35200205212345,1220.0526799782613,3.8,2.5,0.3,0.05,0.05,0.01
ASTM_A536_65-45-12,426.64764495632676,287.32223446699584,17.706453181639166,34.342411369443866,587.3991922851151,1252.84776238978,3.7,2.5,0.4,0.04,0.05,0.01
EN-GJS-450-10,491.6101563699185,302.14622408573666,10.436242894644105,37.12264998027487,424.34926733911436,1183.9416001215711,3.6,2.3,0.3,0.04,0.05,0.01
ASTM_A536_100-70-03,617.1397242453636,228.45422722620157,16.50273542263099,27.135374232465452,535.6607437310616,1169.7710244845018,3.9,2.7,0.4,0.05,0.05,0.01
ISO_1083_JS_600-3,572.611257254577,292.84222895115823,4.622096380487715,35.14928890901435,621.7274265978859,1283.0564116670444,3.9,2.6,0.4,0.05,0.04,0.02
ISO_1083_JS_500-7,533.1263143649937,248.52505923672106,12.285102636802788,25.901446985286185,605.9541829129757,1191.2537158731698,3.8,2.5,0.4,0.05,0.04,0.02
EN-GJS-600-3,692.2196547237206,325.14550489321516,14.957762997769379,25.977142705180615,644.521630202742,1183.5418929688997,3.8,2.5,0.3,0.05,0.05,0.01
EN-GJS-400-18,677.4870429613354,294.39482090161044,17.15832399338315,22.14114357108372,663.2356379809506,1278.5645409414874,3.5,2.2,0.3,0.04,0.05,0.01
ISO_1083_JS_600-3,466.6923039973533,229.8284416662944,7.397442256272376,28.801160930187976,631.9550503776275,1272.5660648750143,3.9,2.6,0.4,0.05,0.04,0.02
ISO_1083_JS_400-18,751.4516461493753,209.69250197661293,13.59969871878484,34.594238129948444,601.4763228816778,1217.2519705786951,3.6,2.3,0.4,0.04,0.04,0.02
ASTM_A536_65-45-12,598.1694505615862,206.3949813930549,10.621008144633905,38.804416111425695,409.51674754480933,1223.3858292141663,3.7,2.5,0.4,0.04,0.05,0.01
ISO_1083_JS_400-18,696.5843644556182,255.7112851475211,2.970062817063491,32.075939838581924,560.4900020228332,1182.6623057251034,3.6,2.3,0.4,0.04,0.04,0.02
ISO_1083_JS_600-3,629.2603397029554,239.877670498147,13.039995796943094,37.26271075471478,411.30931747445584,1161.7452505719336,3.9,2.6,0.4,0.05,0.04,0.02
EN-GJS-450-10,799.0770463695374,296.9135185193762,13.041544931805495,36.44989298580454,642.4203451348068,1236.0147738033493,3.6,2.3,0.3,0.04,0.05,0.01
EN-GJS-400-18,700.961248015529,274.90007524679277,16.889708877544592,23.466861059505618,496.21735733798727,1164.751738238532,3.5,2.2,0.3,0.04,0.05,0.01
EN-GJS-600-3,682.7921844973837,239.90289170080712,9.956999138703559,29.716348578252628,568.7288122353763,1217.3911820434976,3.8,2.5,0.3,0.05,0.05,0.01
EN-GJS-600-3,711.4287756203005,222.38566669252643,5.684014731368235,22.338470710507828,483.8335921956708,1291.0745797769516,3.8,2.5,0.3,0.05,0.05,0.01
EN-GJS-600-3,457.25119421938786,219.07996440311743,2.7130211751788664,33.6430632312327,634.7500433140881,1292.9251583755877,3.8,2.5,0.3,0.05,0.05,0.01
EN-GJS-400-18,481.8178372677853,329.69905882106264,8.650274986974491,38.99799336492152,665.9507579925707,1185.8998429821038,3.5,2.2,0.3,0.04,0.05,0.01
ASTM_A536_60-40-18,685.6256328894457,236.5216952607301,6.830667201240029,22.74178916157513,519.5927482639192,1243.617013006848,3.6,2.4,0.4,0.04,0.05,0.01
EN-GJS-400-18,597.5925948523451,297.75659718664525,14.177412896382009,34.677662616050824,658.8767180532967,1221.1114396161786,3.5,2.2,0.3,0.04,0.05,0.01
ISO_1083_JS_500-7,701.8541167440467,321.60288919793993,7.668284237456746,32.64476301735722,480.1225022368997,1281.3527691379159,3.8,2.5,0.4,0.05,0.04,0.02
EN-GJS-400-18,441.166412297658,292.1121966777104,17.185139141037503,31.672100740161994,560.3982769226571,1190.714629641408,3.5,2.2,0.3,0.04,0.05,0.01
ISO_1083_JS_600-3,614.5925405938378,328.9347847470419,17.39696324780455,27.802404693766785,657.6284289516111,1150.5553610248626,3.9,2.6,0.4,0.05,0.04,0.02
ASTM_A536_60-40-18,551.5286262227663,258.85905822927117,11.934537443483329,27.102632955076253,497.7644027847371,1174.3841808897123,3.6,2.4,0.4,0.04,0.05,0.01
EN-GJS-600-3,582.8000877126714,343.4333285973422,16.858564592238125,20.90498378037776,686.2126795234258,1202.4284201754097,3.8,2.5,0.3,0.05,0.05,0.01
ISO_1083_JS_600-3,641.583148829005,219.97175062671454,14.17366951223193,24.358174165040268,436.5638505344151,1197.3581694655734,3.9,2.6,0.4,0.05,0.04,0.02
ISO_1083_JS_600-3,600.9153389850121,215.32242944863071,10.749754255602019,20.303537645736537,405.4825209170519,1268.704437868433,3.9,2.6,0.4,0.05,0.04,0.02
EN-GJS-500-7,615.9442548451347,298.80382193111654,4.88492696676445,31.62834211164041,671.2406057734572,1252.0840999208256,3.7,2.4,0.3,0.04,0.05,0.01
ASTM_A536_80-55-06,594.5429927982432,341.4246712119892,9.33756709622144,22.117064717558176,420.59459984436165,1194.9334479422346,3.8,2.6,0.4,0.05,0.05,0.01
ASTM_A536_60-40-18,563.5820708341973,321.3325192454492,10.973991413801881,37.460387880594325,697.5667587842474,1218.661572574932,3.6,2.4,0.4,0.04,0.05,0.01
ISO_1083_JS_600-3,708.7527922392981,211.4625289157077,15.823385291760163,30.462860413943304,685.4190585937318,1164.3338655937503,3.9,2.6,0.4,0.05,0.04,0.02
ASTM_A536_80-55-06,404.8812289272178,241.90515709020747,9.701334024570638,33.99379818117417,441.1062730108962,1284.7219667230152,3.8,2.6,0.4,0.05,0.05,0.01
ASTM_A536_80-55-06,639.3770804820908,339.5478327256735,16.362794762847308,28.21714183680993,561.2753877077697,1290.31372366728,3.8,2.6,0.4,0.05,0.05,0.01
ASTM_A536_60-40-18,626.2033389291895,237.9587649201177,12.789583664375503,31.211596180020972,455.4760892401433,1296.9705303071407,3.6,2.4,0.4,0.04,0.05,0.01
EN-GJS-500-7,686.4716298931809,317.1755635680379,4.191985008858742,38.853183539332605,528.446551909036,1280.2829246178758,3.7,2.4,0.3,0.04,0.05,0.01
ISO_1083_JS_400-18,639.6117459109306,323.7698293893056,17.919701909201486,21.654680792473414,418.4275387779498,1176.0941331544338,3.6,2.3,0.4,0.04,0.04,0.02
EN-GJS-450-10,730.7195311236313,274.3178155191473,10.435722572062602,25.078755438473923,467.17737633897684,1156.9294724802444,3.6,2.3,0.3,0.04,0.05,0.01
ISO_1083_JS_500-7,783.6299178256111,257.95233647724734,8.269732742545262,35.599766538210886,508.9818389196698,1236.939509111901,3.8,2.5,0.4,0.05,0.04,0.02
EN-GJS-450-10,537.0097028714174,267.51866486296393,12.545820231512424,21.974744137653317,531.5942500738165,1286.8907540324665,3.6,2.3,0.3,0.04,0.05,0.01
EN-GJS-400-18,490.9403932119948,234.0447041548046,3.742293023696625,21.513222078082215,693.2488774626679,1176.6027042489613,3.5,2.2,0.3,0.04,0.05,0.01
EN-GJS-600-3,569.4387449681932,333.4086374193266,12.18461834805367,27.23082797508077,642.3596937051943,1151.0564371936214,3.8,2.5,0.3,0.05,0.05,0.01
ISO_1083_JS_500-7,515.1718465902904,267.59294850946367,9.971776007988367,21.843359169448647,621.2229832935839,1270.8244069048367,3.8,2.5,0.4,0.05,0.04,0.02
EN-GJS-400-18,645.9801052610618,332.36891606841493,8.50678511997733,31.70156884412406,561.1123944225923,1161.51935264301,3.5,2.2,0.3,0.04,0.05,0.01
ISO_1083_JS_600-3,764.740963537186,215.8540219859411,17.248320338862385,24.525505016331998,651.999328181303,1212.0559047865045,3.9,2.6,0.4,0.05,0.04,0.02
EN-GJS-600-3,455.64647765722475,348.24129065001966,10.360635467712852,37.91395926398745,501.7968506967133,1251.8331005783177,3.8,2.5,0.3,0.05,0.05,0.01
ASTM_A536_65-45-12,440.3178412063546,266.49096311654273,5.505879671519015,35.67000161690513,612.6697338319948,1185.519637818427,3.7,2.5,0.4,0.04,0.05,0.01
ASTM_A536_60-40-18,502.40621274146486,207.17462305911582,9.343415670036778,33.99410412198952,698.1351926134516,1162.594384517009,3.6,2.4,0.4,0.04,0.05,0.01
ISO_1083_JS_500-7,690.4382344249602,205.70327723561823,16.710198473162762,32.33888054769004,494.38867268055964,1265.5031842683743,3.8,2.5,0.4,0.05,0.04,0.02
ISO_1083_JS_500-7,637.1851621035287,311.93108862227575,4.817527541289515,37.26931460682927,602.2052604651902,1244.5262627330562,3.8,2.5,0.4,0.05,0.04,0.02
ISO_1083_JS_600-3,440.88506569007984,298.85533013055215,5.42331261901179,24.461241230855137,653.2944592457147,1298.2735726730207,3.9,2.6,0.4,0.05,0.04,0.02
ISO_1083_JS_400-18,767.5002089042986,320.3195837191381,2.20847308411334,37.462176855284554,674.7422750052017,1201.646204997994,3.6,2.3,0.4,0.04,0.04,0.02
ASTM_A536_80-55-06,716.0338548496347,215.8051300929209,2.227040790332275,35.789845968481046,615.3798072820306,1159.26435794353,3.8,2.6,0.4,0.05,0.05,0.01
EN-GJS-600-3,409.209041915055,205.33563005533225,15.2702660313362,34.963216527753715,485.0823770251409,1260.1525053002943,3.8,2.5,0.3,0.05,0.05,0.01
ISO_1083_JS_600-3,660.5468843952984,276.28689341713675,13.713961709487293,31.225113561498482,497.88464547068395,1228.2600128279869,3.9,2.6,0.4,0.05,0.04,0.02
ISO_1083_JS_450-10,708.4986674078953,258.1392847224154,7.680656903231332,24.924883219412003,406.2274096371893,1181.9805897083702,3.7,2.4,0.4,0.04,0.04,0.02
EN-GJS-500-7,549.7741478881688,269.29204050064334,13.172978515641164,28.470958319837926,628.265793301453,1267.259348350714,3.7,2.4,0.3,0.04,0.05,0.01
ASTM_A536_80-55-06,427.56861574688753,348.7382613305411,8.323294820959523,35.87141309077603,412.82188181858544,1180.5633228774916,3.8,2.6,0.4,0.05,0.05,0.01
ASTM_A536_60-40-18,430.92842619551493,345.6124936506005,17.246348735965242,20.63556968714649,659.3957063808236,1189.0992482249405,3.6,2.4,0.4,0.04,0.05,0.01
ASTM_A536_80-55-06,441.6987864207238,341.3473084509789,17.47284290281656,35.64101538527517,435.59818434236166,1163.879283155008,3.8,2.6,0.4,0.05,0.05,0.01
ISO_1083_JS_400-18,736.1758527921692,317.5764015151511,8.284700412949494,24.80141480975133,451.56295364077727,1209.914841854628,3.6,2.3,0.4,0.04,0.04,0.02
ASTM_A536_80-55-06,764.2744793022853,253.22620403853355,15.667550501453889,22.88618401443206,542.9579412496712,1212.839383590613,3.8,2.6,0.4,0.05,0.05,0.01
ASTM_A536_60-40-18,449.1243127382935,261.81963953941573,14.369424667159459,22.314026363606043,621.3641245506227,1227.1842685522447,3.6,2.4,0.4,0.04,0.05,0.01
ISO_1083_JS_400-18,494.36241383803247,282.4424065578387,6.959998994748629,20.545000239016304,441.7006615597233,1256.3446400685666,3.6,2.3,0.4,0.04,0.04,0.02
EN-GJS-450-10,466.20820414691593,324.580168460726,5.7126372624176955,30.47172970442906,532.0213225199495,1285.9151393020638,3.6,2.3,0.3,0.04,0.05,0.01
ISO_1083_JS_500-7,474.52835179764827,210.30692487774016,9.331754406285341,24.36519745387459,544.8553823230314,1170.6601148331713,3.8,2.5,0.4,0.05,0.04,0.02
ISO_1083_JS_500-7,734.9963156009968,263.6445328827332,14.5015814498305,39.78863531559263,463.6856925005774,1158.1522147522985,3.8,2.5,0.4,0.05,0.04,0.02
EN-GJS-500-7,532.8585650619756,212.3926495188903,17.362684555659925,31.488735117444115,434.6675130041895,1152.77968503915,3.7,2.4,0.3,0.04,0.05,0.01
EN-GJS-400-18,524.5777056182565,277.1986379860267,14.217265101865161,22.757705387120208,650.9262768956919,1171.5432067103225,3.5,2.2,0.3,0.04,0.05,0.01
EN-GJS-450-10,490.95824835084505,334.8351236009353,15.68331176029392,33.775250816227306,550.7396949288296,1248.692422867244,3.6,2.3,0.3,0.04,0.05,0.01
EN-GJS-450-10,643.1577575177034,317.3727386845907,11.649028898728265,37.95487133019451,404.3143707952459,1259.1215616994746,3.6,2.3,0.3,0.04,0.05,0.01
EN-GJS-600-3,551.7222793542195,234.1763626314665,15.366525293474014,34.90358990739229,640.8943903927311,1267.9758570292183,3.8,2.5,0.3,0.05,0.05,0.01
ASTM_A536_80-55-06,697.6998607373155,346.3986274398189,14.550733728054682,21.528797220788952,694.2381416243754,1186.5562317856513,3.8,2.6,0.4,0.05,0.05,0.01
ISO_1083_JS_500-7,482.231923350255,300.10255970696426,8.031768670820481,37.91768362385319,581.7778586242741,1195.884221989228,3.8,2.5,0.4,0.05,0.04,0.02
ASTM_A536_60-40-18,715.115955485797,201.56415490961047,10.831844833931537,35.878587717199295,551.1125161252212,1222.470196834825,3.6,2.4,0.4,0.04,0.05,0.01
ASTM_A536_100-70-03,641.4886126920555,238.31202270278294,14.876049951835117,23.166078002112286,663.5247589134885,1159.477464529034,3.9,2.7,0.4,0.05,0.05,0.01
ASTM_A536_100-70-03,445.7069200222751,239.1069949879875,2.736907747039302,21.035717774656337,685.7550369053796,1241.671228481687,3.9,2.7,0.4,0.05,0.05,0.01
ISO_1083_JS_400-18,565.8018336814511,210.388145942879,14.929268517693279,31.14621150628617,626.3610747707381,1297.5602550513636,3.6,2.3,0.4,0.04,0.04,0.02
ISO_1083_JS_500-7,745.4072562451828,343.97397771138935,4.846209984784375,23.120716226799537,533.6358789202864,1204.1209467067004,3.8,2.5,0.4,0.05,0.04,0.02
ISO_1083_JS_500-7,769.1840927193939,271.73829418638854,10.234937873943023,36.69181905190544,577.6664197994321,1262.9271212637077,3.8,2.5,0.4,0.05,0.04,0.02
